0,업종,상호명,시도,구,도로명,주소,x,y
355,마트·편의점,복푸드,대구,북구,매천로,"1-1,C동(팔달동)",128.5409703,35.89724859
356,마트·편의점,복현청과,대구,북구,칠곡중앙대로95길,53-11층(관음동),128.5434553,35.93896484
357,마트·편의점,본너츠,대구,북구,구리로,29(학정동),128.5582549,35.94707604
358,마트·편의점,봄날으로가자,대구,북구,성북로,70침산화성파크드림상가102호(침산동),128.5932402,35.89066202
359,마트·편의점,봉성상회,대구,북구,칠성시장로9길,18(칠성동1가),128.6024459,35.87765935
360,마트·편의점,봉화상회,대구,북구,칠성시장로9길,1(칠성동1가),128.6031212,35.87734034
361,마트·편의점,봉화생닭,대구,북구,칠성시장로,17(칠성동1가),128.6043454,35.87567977
362,마트·편의점,봉화한우촌,대구,북구,침산로21길,23푸르지오1차상가103동106호(칠성동2가),128.5868914,35.88562986
363,마트·편의점,봉화한우촌식육점,대구,북구,구암로,170칠곡2차한라타운상가107호(구암동),128.5593846,35.93051917
364,마트·편의점,부강상회,대구,북구,칠성시장로9길,8(칠성동1가),128.6028917,35.87756283
365,마트·편의점,부강수산,대구,북구,노원로,215(침산동),128.5836277,35.9007776
366,마트·편의점,부광,대구,북구,태암남로1길,15-1(태전동),128.548461,35.92695709
367,마트·편의점,부둣가수산,대구,북구,동변로24길,"10-2,1층(동변동)",128.6008093,35.9219913
368,마트·편의점,부산냉동수산,대구,북구,칠성시장로,34(칠성동1가),128.6039134,35.87702959
369,마트·편의점,부산상회,대구,북구,매천로18길,34농산물도매시장(매천동),128.5432494,35.90086265
370,마트·편의점,부산상회,대구,북구,칠성시장로9길,22(칠성동1가),128.6021592,35.87780591
371,마트·편의점,부산상회,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
372,마트·편의점,부산생선,대구,북구,대동로1길,"31,1층(산격동)",128.6105787,35.89880471
373,마트·편의점,부산해물상회,대구,북구,칠성시장로,"34(칠성동1가,칠성시장A동제18호)",128.6039134,35.87702959
374,마트·편의점,부성유통,대구,북구,매천로18길,34관련상가B동1층67호농수산도매시장(매천동),128.5432494,35.90086265
375,마트·편의점,부영할인마트,대구,북구,구암로49길,"10상가101호(구암동,부영아파트7단지)",128.5658597,35.93486559
376,마트·편의점,부일상회,대구,북구,팔달로33길,48(노원동3가),128.566895,35.89058858
377,마트·편의점,부자농산,대구,북구,매천로17길,42(매천동),128.539807,35.90672563
378,마트·편의점,부촌농산,대구,북구,매천로18길,"34B동1층55호(매천동,대구도매시장관련상가)",128.5432494,35.90086265
379,마트·편의점,부촌통상,대구,북구,팔달로27길,"12-10,1층(노원동3가)",128.5660271,35.88966172
380,마트·편의점,북대구축산물판매장,대구,북구,팔달로,165(노원동3가),128.5680923,35.88901946
381,마트·편의점,북부식육점,대구,북구,팔달로33길,30(노원동3가),128.5674827,35.89000769
382,마트·편의점,북상주농산,대구,북구,태암남로11길,"23-1,1층(구암동)",128.553915,35.92716019
383,마트·편의점,블루25K병원점(칠곡),대구,북구,칠곡중앙대로,357(태전동),128.5471092,35.92768669
384,마트·편의점,비슬유통,대구,북구,팔달로27길,12-12(노원동3가),128.5661699,35.88962904
385,마트·편의점,비타민마켓/팔도유통,대구,북구,산격로,81(산격동),128.6058271,35.89766299
386,마트·편의점,비타민마트,대구,북구,동북로50길,"18,1층101호(복현동,교원빌라)",128.6163729,35.89425342
387,마트·편의점,빅마트,대구,북구,구암동,771-4,128.5649045,35.94169137
388,마트·편의점,빅세일마트,대구,북구,구암로32길,6-18(구암동),128.5562028,35.9313022
389,마트·편의점,빅할인마트,대구,북구,동북로,"131,105동101호(산격동,양우내안애아파트)",128.6074263,35.90204996
390,마트·편의점,사과맛집태전점,대구,북구,태전로15길,1-4노점1호(태전동),128.5423114,35.92655875
391,마트·편의점,사또,대구,북구,대현로,100(대현동),128.6097908,35.88219144
392,마트·편의점,사천만수산물백화점,대구,북구,칠성시장로,"13,1층(칠성동1가)",128.6045898,35.87533912
393,마트·편의점,사천만수산물백화점,대구,북구,칠성시장로,"13,1층(칠성동1가)",128.6045898,35.87533912
394,마트·편의점,산격계란,대구,북구,칠성로,105-9(칠성동2가),128.60086,35.87895291
395,마트·편의점,산격고기백화점,대구,북구,동북로,166(산격동),128.6106639,35.89916708
396,마트·편의점,산격과일,대구,북구,동북로,182-41층(산격동),128.6121698,35.89859817
397,마트·편의점,산격식육점,대구,북구,연암공원로32길,61-1(산격동),128.6049249,35.89737281
398,마트·편의점,산골상회,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
399,마트·편의점,삼번상회,대구,북구,칠성시장로,34(칠성동1가),128.6039134,35.87702959
400,마트·편의점,삼번상회,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
401,마트·편의점,삼보수산,대구,북구,칠성시장로,15-1(칠성동1가),128.60438,35.87551494
402,마트·편의점,삼성상회,대구,북구,칠성시장로,28(칠성동1가),128.604501,35.87697957
403,마트·편의점,삼성슈퍼,대구,북구,연암로31길,24(산격동),128.5943744,35.8987556
404,마트·편의점,삼성종합수산,대구,북구,구암로54길,11-191층(구암동),128.5675038,35.93497083
405,마트·편의점,삼영식육점,대구,북구,칠성시장로5길,14(칠성동1가),128.6035588,35.87567703
406,마트·편의점,삼우그린슈퍼,대구,북구,매천로8길,"35,103호(매천동,삼우그린타운)",128.5463205,35.90005437
407,마트·편의점,삼일건어물,대구,북구,매천로,1-39(팔달동),128.5413341,35.89831826
408,마트·편의점,삼일마트,대구,북구,원대로,125삼일펠리체1층105호(노원동1가),128.5827031,35.88872315
409,마트·편의점,삼일수산,대구,북구,칠성남로,227-1(칠성동1가),128.6052729,35.87643938
410,마트·편의점,삼주마트,대구,북구,노원로40길,13(침산동),128.5817309,35.89870133
411,마트·편의점,삼진농산,대구,북구,매천로18길,"34,B동108호(매천동,농수산물도매시장상가)",128.5432494,35.90086265
412,마트·편의점,삼천포건어물,대구,북구,관음동로,133(관음동),128.5474177,35.94493991
413,마트·편의점,삼촌축산,대구,북구,관음중앙로,112(관음동),128.5453278,35.94374868
414,마트·편의점,삼표상회,대구,북구,매천로18길,"34,관련상가A-43(매천동,농산물도매시장)",128.5432494,35.90086265
415,마트·편의점,삼흥상회,대구,북구,칠성남로,225-1(칠성동1가),128.60499,35.87638144
416,마트·편의점,상생축산,대구,북구,칠곡중앙대로북53길,"2,1층(태전동)",128.545072,35.91918686
417,마트·편의점,상용상회,대구,북구,칠성남로41길,5제1호(칠성동1가),128.6025201,35.87663862
418,마트·편의점,상주과일,대구,북구,칠성남로,225(칠성동1가),128.6049227,35.87639423
419,마트·편의점,상주농산,대구,북구,호국로51길,26-4(서변동),128.5963578,35.92468622
420,마트·편의점,상주식품,대구,북구,팔달로33길,32(노원동3가),128.5674733,35.89006864
421,마트·편의점,상주해물상회,대구,북구,팔달로33길,33(노원동3가),128.5671187,35.88994332
422,마트·편의점,새대성식육점,대구,북구,검단북로11길,11축산물도매시장(검단동),128.6104838,35.91596424
423,마트·편의점,새대창상회,대구,북구,칠성남로41길,38(칠성동1가),128.6022591,35.87807186
424,마트·편의점,새영남건어물,대구,북구,팔달로33길,"7,1층(노원동3가)",128.5679905,35.88912064
425,마트·편의점,새영천버섯상회,대구,북구,팔달로27길,42-1(노원동3가),128.5665167,35.89082655
426,마트·편의점,새영천상회,대구,북구,매천로18길,"34,1층(매천동)",128.5432494,35.90086265
427,마트·편의점,새진주식품,대구,북구,팔달로27길,42(노원동3가),128.5663867,35.89091097
428,마트·편의점,새한마트,대구,북구,중앙대로105길,22상가12호(칠성동2가),128.5935113,35.88072334
429,마트·편의점,생생과일,대구,북구,칠곡중앙대로,526C동12호(읍내동),128.551221,35.94252496
430,마트·편의점,생선나라,대구,북구,팔달로33길,27(노원동3가),128.5673648,35.88980377
431,마트·편의점,서남상회,대구,북구,매천로18길,"34(매천동,농수산물도매시장)",128.5432494,35.90086265
432,마트·편의점,서민생닭,대구,북구,칠성남로,227-21층(칠성동1가),128.6052245,35.87633072
433,마트·편의점,서범축산행복한마트·편의점,대구,북구,옥산로17길,"50,101동1호(침산동,침산제일아파트)",128.5869599,35.88876709
434,마트·편의점,서변영풍(주),대구,북구,호국로51길,36(서변동),128.5950195,35.92460408
435,마트·편의점,서울닭집,대구,북구,칠성시장로3길,"9,1층(칠성동1가,외109-2)",128.6045728,35.87467953
436,마트·편의점,서울상회,대구,북구,칠성시장로5길,22(칠성동1가),128.6033116,35.87548055
437,마트·편의점,서재축산,대구,북구,한강로4길,13-1(사수동),128.5148801,35.89541594
438,마트·편의점,서진에프앤에스,대구,북구,복현로20길,34(복현동),128.6215427,35.90238621
439,마트·편의점,서촌상회,대구,북구,칠성시장로,28C동1층5호(칠성동1가),128.604501,35.87697957
440,마트·편의점,석왕상회,대구,북구,칠성시장로,19(칠성동1가),128.6040649,35.87571938
441,마트·편의점,"선남농협17번중개인,영신상회",대구,북구,칠성시장로9길,19(칠성동1가),128.6022133,35.87755566
442,마트·편의점,선미상회,대구,북구,칠성시장로,35-8(칠성동1가),128.6030504,35.87700183
443,마트·편의점,선비한우,대구,북구,동변로20길,8-6(동변동),128.6037657,35.92182973
444,마트·편의점,선산상회,대구,북구,칠성남로41길,31(칠성동1가),128.6019075,35.87778611
445,마트·편의점,선수촌할인마트,대구,북구,동변로,50유니버시아드선수촌118동101호(동변동),128.6042512,35.91577807
446,마트·편의점,선우,대구,북구,침산3동,557-19,128.5907168,35.89531265
447,마트·편의점,선우냉동,대구,북구,매천로,"45,1층(팔달동)",128.5412281,35.9009143
448,마트·편의점,선우축산,대구,북구,노원로,20(노원동3가),128.5652205,35.89106702
449,마트·편의점,선진수산,대구,북구,동북로,15(산격동),128.5950272,35.90167094
450,마트·편의점,선화특판,대구,북구,매천로동17길,77(매천동),128.5418609,35.91120662
451,마트·편의점,설영식품,대구,북구,검단북로,198(검단동),128.6276078,35.91628648
452,마트·편의점,성경고기나라,대구,북구,학남로3길,5(학정동),128.5667269,35.94903735
453,마트·편의점,성록식육점,대구,북구,칠곡중앙대로46길,23(태전동),128.549591,35.9184241
454,마트·편의점,성신마트,대구,북구,검단동로4길,12(검단동),128.626911,35.91346376
455,마트·편의점,성신상회,대구,북구,칠성남로41길,8-7(칠성동1가),128.6028941,35.87694957
456,마트·편의점,성우마트·편의점,대구,북구,대현남로6길,"20상가B115호(대현동,대구대현엘에이치3단지)",128.6084719,35.88042152
457,마트·편의점,성우축산,대구,북구,한강로,"58-1,1층(사수동)",128.5159649,35.8970801
458,마트·편의점,성원식육점,대구,북구,동변로,"55가-102호(동변동,대구동서변그린빌)",128.6024235,35.91678878
459,마트·편의점,성원유통,대구,북구,학정로1길,28(태전동),128.5449654,35.91559015
460,마트·편의점,성원축산,대구,북구,한강로,"17상가동126호(사수동,금호서한이다음)",128.5121045,35.89738101
461,마트·편의점,성원해물,대구,북구,칠성시장로,19(칠성동1가),128.6040649,35.87571938
